category,food_id,id,name,WATER,FIBSOL,FIBINS,FIBTG,FIB-SDFS,FIB-SDFP,FIB-IDF,STARES,FIB-TDF,
09,09024,1125,すいぜんじのり　素干し　水戻し,96.1,-,-,2.1,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09025,1126,てんぐさ　素干し,15.2,-,-,47.3,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09026,1127,てんぐさ　ところてん,99.1,-,-,0.6,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09027,1128,てんぐさ　角寒天,20.5,-,-,74.1,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09028,1129,てんぐさ　寒天,98.5,-,-,1.5,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09049,1130,てんぐさ　粉寒天,16.7,-,-,79.0,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09029,1131,とさかのり　赤とさか　塩蔵　塩抜き,92.1,-,-,4.0,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09030,1132,とさかのり　青とさか　塩蔵　塩抜き,92.2,-,-,4.1,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09050,1133,ひじき　ほしひじき　ステンレス釜　乾,6.5,-,-,51.8,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09051,1134,ひじき　ほしひじき　ステンレス釜　ゆで,94.5,-,-,3.7,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09052,1135,ひじき　ほしひじき　ステンレス釜　油いため,89.0,-,-,4.5,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09053,1136,ひじき　ほしひじき　鉄釜　乾,6.5,-,-,51.8,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09054,1137,ひじき　ほしひじき　鉄釜　ゆで,94.5,-,-,3.7,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09055,1138,ひじき　ほしひじき　鉄釜　油いため,89.0,-,-,4.5,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09032,1139,ひとえぐさ　素干し,16.0,-,-,44.2,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09033,1140,ひとえぐさ　つくだ煮,56.5,-,-,4.1,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09034,1141,ふのり　素干し,14.7,-,-,43.1,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09035,1142,まつも　素干し,12.6,-,-,28.5,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09036,1143,むかでのり　塩蔵　塩抜き,93.7,-,-,4.2,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09037,1144,（もずく類）　おきなわもずく　塩蔵　塩抜き,96.7,-,-,2.0,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09038,1145,（もずく類）　もずく　塩蔵　塩抜き,97.7,-,-,1.4,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09039,1146,わかめ　原藻　生,89.0,-,-,3.6,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09040,1147,わかめ　乾燥わかめ　素干し,11.3,-,-,29.0,0.2,29.5,-,-,29.8,水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない
09,09041,1148,わかめ　乾燥わかめ　素干し　水戻し,91.7,-,-,4.0,Tr,4.3,-,-,4.3,水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない
09,09060,1148-1,わかめ　乾燥わかめ　素干し　水戻し　水煮,95.3,-,-,-,-,2.9,-,-,2.9,高分子量水溶性食物繊維と不溶性食物繊維は分別していない
09,09042,1149,わかめ　乾燥わかめ　板わかめ,7.2,-,-,31.7,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09043,1150,わかめ　乾燥わかめ　灰干し　水戻し,96.0,-,-,2.2,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09044,1151,わかめ　カットわかめ　乾,9.2,-,-,35.4,0.1,39.1,-,-,39.2,水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない
09,09058,1152,わかめ　カットわかめ　水煮　（沸騰水で短時間加熱したもの）,93.6,-,-,-,0,3.2,-,-,3.2,高分子量水溶性食物繊維と不溶性食物繊維は分別していない
09,09059,1153,わかめ　カットわかめ　水煮の汁,99.8,-,-,-,0,0,-,-,0,
09,09045,1154,わかめ　湯通し塩蔵わかめ　塩抜き　生,93.3,-,-,3.2,0,-,2.9,-,2.9,水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない
09,09057,1155,わかめ　湯通し塩蔵わかめ　塩抜き　ゆで,97.5,-,-,-,0,-,1.1,-,1.1,高分子量水溶性食物繊維と不溶性食物繊維は分別していない
09,09046,1157,わかめ　くきわかめ　湯通し塩蔵　塩抜き,84.9,-,-,5.1,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
09,09047,1158,わかめ　めかぶわかめ　生,94.2,-,-,3.4,-,-,-,-,-,水溶性食物繊維と不溶性食物繊維は分別していない
10,10400,1282,＜魚類＞　きす　天ぷら,57.5,0.1,0.6,0.7,-,-,-,-,-,
10,10416,1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,62.0,0.1,0.7,0.9,-,-,-,-,-,
10,10419,1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,64.9,0.1,0.7,0.8,-,-,-,-,-,
10,10423,1599,＜水産練り製品＞　黒はんぺん,70.4,Tr,0.9,0.9,-,-,-,-,-,
11,11276,1773,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　とんかつ,31.2,0.1,0.6,0.7,-,-,-,-,-,
11,11279,1791,＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　とんかつ,33.3,0.2,0.7,0.9,-,-,-,-,-,
11,11289,1894,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　から揚げ,41.2,0.2,0.6,0.8,-,-,-,-,-,
11,11290,1898,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　から揚げ,47.1,0.2,0.7,0.9,-,-,-,-,-,
11,11292,1914,＜鳥肉類＞　にわとり　［その他］　チキンナゲット,53.7,0.3,1.0,1.2,-,-,-,-,-,
11,11293,1915,＜鳥肉類＞　にわとり　［その他］　つくね,57.9,(0.8),(1.1),(1.9),-,-,-,-,-,
13,13030,1977,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,89.3,0.2,0,0.2,-,-,-,-,-,
13,13042,1993,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,61.3,0.1,Tr,0.1,-,-,-,-,-,
13,13043,1994,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,63.9,0.1,0,0.1,-,-,-,-,-,
13,13045,1996,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,60.4,0.1,0,0.1,-,-,-,-,-,
15,15001,2038,＜和生菓子・和半生菓子類＞　甘納豆　あずき,26.2,0.3,4.5,4.8,-,-,-,-,-,
15,15002,2039,＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,25.2,0.6,4.8,5.5,-,-,-,-,-,
15,15003,2040,＜和生菓子・和半生菓子類＞　甘納豆　えんどう,23.1,0.2,3.0,3.2,-,-,-,-,-,
15,15005,2041,＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,45.5,(0.4),(1.0),(1.4),-,-,-,-,-,原材料配合割合から推計
15,15145,2042,＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,45.5,(0.4),(1.2),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15146,2043,＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,45.5,(0.4),(0.5),(0.9),-,-,-,-,-,原材料配合割合から推計
15,15006,2044,＜和生菓子・和半生菓子類＞　ういろう　白,54.5,(0),(0.1),(0.1),-,-,-,-,-,原材料配合割合から推計
15,15147,2045,＜和生菓子・和半生菓子類＞　ういろう　黒,54.5,(0),(0.1),(0.1),-,-,-,-,-,原材料配合割合から推計
15,15007,2046,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,40.0,(0.1),(1.7),(1.8),-,-,-,-,-,原材料配合割合から推計
15,15148,2047,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,40.0,(0.1),(1.1),(1.2),-,-,-,-,-,原材料配合割合から推計
15,15008,2048,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,48.5,(0.1),(1.6),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15149,2049,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,48.5,(0.1),(1.6),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15009,2050,＜和生菓子・和半生菓子類＞　カステラ,25.6,(0.2),(0.3),(0.5),-,-,-,-,-,原材料配合割合から推計
15,15010,2051,＜和生菓子・和半生菓子類＞　かのこ,34.0,(0.2),(3.0),(3.8),-,-,-,-,-,原材料配合割合から推計
15,15011,2052,＜和生菓子・和半生菓子類＞　かるかん,42.5,(0.1),(0.3),(0.4),-,-,-,-,-,原材料配合割合から推計
15,15012,2053,＜和生菓子・和半生菓子類＞　きび団子,24.4,(0),(0.1),(0.1),-,-,-,-,-,原材料配合割合から推計
15,15013,2054,＜和生菓子・和半生菓子類＞　ぎゅうひ,36.0,(0),(0.1),(0.1),-,-,-,-,-,原材料配合割合から推計
15,15014,2055,＜和生菓子・和半生菓子類＞　きりざんしょ,38.0,(0),(0.2),(0.2),-,-,-,-,-,原材料配合割合から推計
15,15015,2056,＜和生菓子・和半生菓子類＞　きんぎょく糖,28.0,(0),(0),(0.8),-,-,-,-,-,原材料配合割合から推計
15,15016,2057,＜和生菓子・和半生菓子類＞　きんつば,34.0,(0.6),(4.9),(5.5),-,-,-,-,-,原材料配合割合から推計
15,15017,2058,＜和生菓子・和半生菓子類＞　草もち　こしあん入り,43.0,(0.1),(1.8),(1.9),-,-,-,-,-,原材料配合割合から推計
15,15150,2059,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,43.0,(0.6),(2.1),(2.7),-,-,-,-,-,原材料配合割合から推計
15,15018,2060,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,50.0,(Tr),(1.2),(1.2),-,-,-,-,-,原材料配合割合から推計
15,15151,2061,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,50.0,(0.1),(1.2),(1.3),-,-,-,-,-,原材料配合割合から推計
15,15019,2062,＜和生菓子・和半生菓子類＞　くし団子　みたらし,50.5,(0),(0.3),(0.3),-,-,-,-,-,原材料配合割合から推計
15,15020,2065,＜和生菓子・和半生菓子類＞　げっぺい,20.9,(0.1),(2.0),(2.1),-,-,-,-,-,原材料配合割合から推計
15,15123,2066,＜和生菓子・和半生菓子類＞　五平もち,54.7,(Tr),(0.8),(0.8),(0.8),(Tr),(0.5),(0.1),(1.3),原材料配合割合から推計
15,15022,2067,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,50.0,(0.1),(1.6),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15153,2068,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,50.0,(0.1),(1.2),(1.3),-,-,-,-,-,原材料配合割合から推計
15,15021,2069,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,40.5,(0.3),(2.3),(2.6),-,-,-,-,-,原材料配合割合から推計
15,15152,2070,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,40.5,(0.5),(2.1),(2.5),-,-,-,-,-,原材料配合割合から推計
15,15124,2071,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,40.5,(0.2),(1.7),(1.9),-,-,-,-,-,原材料配合割合から推計
15,15154,2072,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,40.5,(0.2),(2.1),(2.3),-,-,-,-,-,原材料配合割合から推計
15,15143,2073,＜和生菓子・和半生菓子類＞　ずんだあん,52.7,(0.3),(2.3),(2.5),-,-,-,-,-,原材料配合割合から推計
15,15144,2074,＜和生菓子・和半生菓子類＞　ずんだもち,47.8,(0.1),(1.2),(1.3),-,-,-,-,-,原材料配合割合から推計
15,15023,2075,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,41.5,(0.1),(1.8),(1.8),-,-,-,-,-,原材料配合割合から推計
15,15155,2076,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,41.5,(0.2),(2.5),(2.7),-,-,-,-,-,原材料配合割合から推計
15,15024,2077,＜和生菓子・和半生菓子類＞　タルト　（和菓子）,30.0,(0.2),(1.3),(1.5),-,-,-,-,-,原材料配合割合から推計
15,15025,2078,＜和生菓子・和半生菓子類＞　ちまき,62.0,(Tr),(0.1),(0.1),-,-,-,-,-,原材料配合割合から推計
15,15026,2079,＜和生菓子・和半生菓子類＞　ちゃつう,22.5,(0.3),(3.5),(3.8),-,-,-,-,-,原材料配合割合から推計
15,15156,2080,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,31.5,(0.3),(1.1),(1.5),-,-,-,-,-,原材料配合割合から推計
15,15027,2081,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,31.5,(0.4),(1.5),(1.9),-,-,-,-,-,原材料配合割合から推計
15,15157,2082,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,30.5,(0.1),(1.5),(1.6),-,-,-,-,-,原材料配合割合から推計
15,15004,2083,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,30.5,(0.1),(2.0),(2.1),-,-,-,-,-,原材料配合割合から推計
15,15158,2084,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,30.5,(0.2),(2.1),(2.3),-,-,-,-,-,原材料配合割合から推計
15,15028,2085,＜和生菓子・和半生菓子類＞　ねりきり,34.0,(0.2),(3.4),(3.6),-,-,-,-,-,原材料配合割合から推計
15,15029,2086,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,27.9,(0.4),(2.0),(2.4),-,-,-,-,-,原材料配合割合から推計
15,15159,2087,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,27.9,(0.6),(2.7),(3.2),-,-,-,-,-,原材料配合割合から推計
15,15160,2088,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,42.5,(0.1),(1.3),(1.4),-,-,-,-,-,原材料配合割合から推計
15,15161,2089,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,42.5,(0.2),(1.7),(1.9),-,-,-,-,-,原材料配合割合から推計
15,15030,2090,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,45.0,(0.1),(2.1),(2.2),-,-,-,-,-,原材料配合割合から推計
15,15162,2091,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,45.0,(0.1),(1.2),(1.3),-,-,-,-,-,原材料配合割合から推計
15,15031,2092,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,24.0,(0.3),(3.0),(3.3),-,-,-,-,-,原材料配合割合から推計
15,15163,2093,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,24.0,(0.6),(4.1),(4.7),-,-,-,-,-,原材料配合割合から推計
15,15032,2094,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,28.0,(0.3),(1.4),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15164,2095,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,28.0,(0.4),(1.9),(2.3),-,-,-,-,-,原材料配合割合から推計
15,15033,2096,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,35.0,(0.4),(2.1),(2.4),-,-,-,-,-,原材料配合割合から推計
15,15165,2097,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,35.0,(0.5),(2.8),(3.4),-,-,-,-,-,原材料配合割合から推計
15,15034,2098,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,36.6,(0.6),(2.0),(2.6),-,-,-,-,-,原材料配合割合から推計
15,15166,2099,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,36.6,(0.7),(2.6),(3.3),-,-,-,-,-,原材料配合割合から推計
15,15035,2100,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,39.5,(1.1),(2.2),(3.2),-,-,-,-,-,原材料配合割合から推計
15,15036,2101,＜和生菓子・和半生菓子類＞　もなか　こしあん入り,29.0,(0.1),(2.9),(3.1),-,-,-,-,-,原材料配合割合から推計
15,15167,2102,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,29.0,(0.5),(5.6),(6.1),-,-,-,-,-,原材料配合割合から推計
15,15037,2103,＜和生菓子・和半生菓子類＞　ゆべし,22.0,(Tr),(0.5),(0.5),-,-,-,-,-,原材料配合割合から推計
15,15038,2104,＜和生菓子・和半生菓子類＞　ようかん　練りようかん,26.0,(0.1),(2.4),(3.1),-,-,-,-,-,原材料配合割合から推計
15,15039,2105,＜和生菓子・和半生菓子類＞　ようかん　水ようかん,57.0,(0.1),(1.7),(2.2),-,-,-,-,-,原材料配合割合から推計
15,15040,2106,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,39.5,(0.2),(2.6),(2.8),-,-,-,-,-,原材料配合割合から推計
15,15042,2108,＜和干菓子類＞　芋かりんとう,5.5,(0.7),(1.9),(2.6),-,-,-,-,-,原材料配合割合から推計
15,15043,2109,＜和干菓子類＞　おこし,5.0,(0),(0.4),(0.4),-,-,-,-,-,原材料配合割合から推計
15,15044,2110,＜和干菓子類＞　おのろけ豆,3.0,(0.1),(2.2),(2.3),-,-,-,-,-,原材料配合割合から推計
15,15045,2111,＜和干菓子類＞　かりんとう　黒,3.5,(0.5),(0.7),(1.2),-,-,-,-,-,原材料配合割合から推計
15,15046,2112,＜和干菓子類＞　かりんとう　白,2.5,(0.7),(1.0),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15047,2113,＜和干菓子類＞　ごかぼう,10.0,(0.6),(3.9),(4.5),-,-,-,-,-,原材料配合割合から推計
15,15048,2114,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,4.2,(0.6),(0.7),(1.3),-,-,-,-,-,原材料配合割合から推計
15,15049,2115,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,4.3,(0.6),(0.6),(1.2),-,-,-,-,-,原材料配合割合から推計
15,15050,2116,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,3.5,(0.5),(0.5),(1.0),-,-,-,-,-,原材料配合割合から推計
15,15051,2117,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,3.3,(1.4),(2.9),(4.2),-,-,-,-,-,原材料配合割合から推計
15,15052,2118,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,3.3,(1.1),(2.4),(3.5),-,-,-,-,-,原材料配合割合から推計
15,15053,2119,＜和干菓子類＞　しおがま,10.0,(Tr),(0.6),(0.6),-,-,-,-,-,原材料配合割合から推計
15,15056,2120,＜和干菓子類＞　ひなあられ　関西風,2.6,(0),(1.3),(1.3),-,-,-,-,-,原材料配合割合から推計
15,15055,2121,＜和干菓子類＞　ひなあられ　関東風,4.7,(0.2),(2.4),(2.5),-,-,-,-,-,原材料配合割合から推計
15,15057,2122,＜和干菓子類＞　米菓　揚げせんべい,4.0,(0),(0.5),(0.5),-,-,-,-,-,原材料配合割合から推計
15,15058,2123,＜和干菓子類＞　米菓　甘辛せんべい,4.5,(Tr),(0.6),(0.6),-,-,-,-,-,原材料配合割合から推計
15,15059,2124,＜和干菓子類＞　米菓　あられ,4.4,(0),(0.8),(0.8),-,-,-,-,-,原材料配合割合から推計
15,15060,2125,＜和干菓子類＞　米菓　しょうゆせんべい,5.9,(0),(0.6),(0.6),-,-,-,-,-,原材料配合割合から推計
15,15062,2127,＜和干菓子類＞　ボーロ　そばボーロ,2.0,(0.6),(1.0),(1.5),-,-,-,-,-,原材料配合割合から推計
15,15063,2128,＜和干菓子類＞　松風,5.3,(0.6),(0.6),(1.2),-,-,-,-,-,原材料配合割合から推計
15,15064,2129,＜和干菓子類＞　みしま豆,1.6,(0.9),(5.1),(6.0),-,-,-,-,-,原材料配合割合から推計
15,15065,2130,＜和干菓子類＞　八つ橋,1.8,(0),(0.3),(0.3),-,-,-,-,-,原材料配合割合から推計
15,15066,2131,＜和干菓子類＞　らくがん　らくがん,3.0,(0),(0.2),(0.2),-,-,-,-,-,原材料配合割合から推計
15,15067,2132,＜和干菓子類＞　らくがん　麦らくがん,2.4,(1.8),(3.6),(5.4),-,-,-,-,-,原材料配合割合から推計
15,15068,2133,＜和干菓子類＞　らくがん　もろこしらくがん,2.5,(0.2),(6.7),(6.9),-,-,-,-,-,原材料配合割合から推計
15,15125,2134,＜菓子パン類＞　揚げパン,27.7,0.8,1.1,1.8,-,-,-,-,-,
15,15069,2135,＜菓子パン類＞　あんパン　こしあん入り,35.5,(0.4),(2.0),(2.5),-,-,-,-,-,原材料配合割合から推計
15,15168,2136,＜菓子パン類＞　あんパン　つぶしあん入り,35.5,(0.6),(2.7),(3.3),-,-,-,-,-,原材料配合割合から推計
15,15126,2137,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,37.4,(0.4),(2.0),(2.4),-,-,-,-,-,原材料配合割合から推計
15,15169,2138,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,37.4,(0.6),(2.6),(3.2),-,-,-,-,-,原材料配合割合から推計
15,15127,2139,＜菓子パン類＞　カレーパン　皮及び具,41.3,(0.6),(1.0),(1.6),-,-,-,-,-,原材料配合割合から推計
15,15128,2140,＜菓子パン類＞　カレーパン　皮のみ,30.8,0.6,0.7,1.3,-,-,-,-,-,
15,15129,2141,＜菓子パン類＞　カレーパン　具のみ,64.5,0.6,1.7,2.4,-,-,-,-,-,
15,15070,2142,＜菓子パン類＞　クリームパン,35.5,(0.5),(0.8),(1.3),-,-,-,-,-,原材料配合割合から推計
15,15130,2143,＜菓子パン類＞　クリームパン　薄皮タイプ,52.2,(0.3),(0.4),(0.6),-,-,-,-,-,原材料配合割合から推計
15,15071,2144,＜菓子パン類＞　ジャムパン,32.0,(0.7),(0.9),(1.6),-,-,-,-,-,原材料配合割合から推計
15,15072,2145,＜菓子パン類＞　チョココロネ,33.5,(0.4),(0.7),(1.1),-,-,-,-,-,原材料配合割合から推計
15,15131,2146,＜菓子パン類＞　チョコパン　薄皮タイプ,35.0,(0.3),(0.5),(0.8),-,-,-,-,-,原材料配合割合から推計
15,15132,2147,＜菓子パン類＞　メロンパン,20.9,(0.9),(0.8),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15181,2148,＜菓子パン類＞　菓子パン　あんなし,30.7,(0.7),(1.0),(1.7),-,-,-,-,-,原材料配合割合から推計
15,15073,2149,＜ケーキ・ペストリー類＞　シュークリーム,56.3,(0.1),(0.2),(0.3),-,-,-,-,-,原材料配合割合から推計
15,15074,2150,＜ケーキ・ペストリー類＞　スポンジケーキ,32.0,(0.3),(0.4),(0.7),-,-,-,-,-,原材料配合割合から推計
15,15075,2151,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,35.0,(0.3),(0.3),(0.6),-,-,-,-,-,原材料配合割合から推計
15,15170,2152,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,35.0,(0.4),(0.5),(0.9),-,-,-,-,-,原材料配合割合から推計
15,15133,2153,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,50.3,(0.6),(0.8),(1.4),-,-,-,-,-,原材料配合割合から推計
15,15134,2154,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,46.1,(0.1),(0.1),(0.2),-,-,-,-,-,原材料配合割合から推計
15,15135,2155,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,43.1,(0.2),(0.1),(0.3),-,-,-,-,-,原材料配合割合から推計
15,15182,2156,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,31.3,(0.8),(1.4),(2.1),-,-,-,-,-,原材料配合割合から推計
15,15076,2157,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,25.5,(1.0),(1.7),(2.7),-,-,-,-,-,原材料配合割合から推計
15,15183,2158,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,32.8,(0.5),(2.3),(2.9),-,-,-,-,-,原材料配合割合から推計
15,15184,2159,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,34.6,(0.7),(3.0),(3.6),-,-,-,-,-,原材料配合割合から推計
15,15171,2160,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,25.5,(0.7),(2.7),(3.3),-,-,-,-,-,原材料配合割合から推計
